familyid,ethnicgroup,length_of_residence,owner_renter_status,vacant,bathroom_cnt,bedroom_cnt,latitude,longitude
000058183525,E,24,9,0,,,034.051600,-118.436950
000106108857,H,14,9,0,2,3,034.061957,-118.441546
000106183324,H,14,8,0,,,034.052130,-118.461690
000106121273,D,07,9,0,1,2,034.045951,-118.450360
000105880551,S,36,5,0,2,1,034.061140,-118.428760
000093262564,I,15,9,0,1,2,033.957331,-118.307906
000106098210,H,16,9,0,,,034.045951,-118.450360
000105863165,H,23,9,0,,,034.045951,-118.450360
000086623826,H,26,4,0,2,3,034.045951,-118.450360
000106360007,J,15,9,0,2,4,034.045951,-118.450360
000106631416,E,16,6,0,1,2,034.045951,-118.450360
000106278815,P,12,7,0,,,034.045951,-118.450360
000106126443,S,30,9,0,4,4,034.045951,-118.450360
000105841038,I,19,8,0,2,4,034.033810,-118.433133
000106545225,W,01,4,0,1,2,034.045951,-118.450360
000106216081,D,24,9,0,,,034.045951,-118.450360
000106479389,I,18,9,0,3,2,034.045951,-118.450360
000106217192,H,14,9,0,0,0,034.045951,-118.450360
000106324579,H,19,4,0,,,034.045951,-118.450360
000106308281,S,50,9,0,0,0,034.045951,-118.450360
000106673089,H,22,5,0,,,034.031240,-118.447930
000106657466,H,19,6,0,1,2,034.045951,-118.450360
000105826738,H,27,9,0,,,034.045951,-118.450360
000106478260,K,13,9,0,,,034.045951,-118.450360
000004972711,I,28,5,0,,,034.045951,-118.450360
000106433084,P,17,5,0,1,3,034.045951,-118.450360
000106659675,L,33,6,0,,,034.181980,-118.283820
000106677287,H,06,8,0,2,4,034.051150,-118.445670
000105882600,H,02,9,0,,,034.045951,-118.450360
000106252077,L,16,5,0,1,2,034.045951,-118.450360
000105793411,L,29,5,0,,,034.044440,-118.425760
000106011709,E,19,5,0,,,034.045951,-118.450360
000106098621,H,13,2,0,,,034.126510,-118.447780
000106308524,H,15,9,0,1,2,034.045951,-118.450360
000106654918,E,19,9,0,1,1,034.045951,-118.450360
000077798275,H,33,9,0,,,034.045951,-118.450360
000035062092,H,26,5,0,1,2,034.045951,-118.450360
000106300055,H,18,9,0,3,5,034.045951,-118.450360
000106501189,E,05,9,0,0,0,034.061957,-118.441546
000106304928,K,18,9,0,0,0,034.045951,-118.450360
000106293762,T,17,9,0,1,2,034.048120,-118.464870
000105829914,B,20,4,0,,,034.045951,-118.450360
000105954131,H,14,4,0,0,0,034.055920,-118.465260
000105868220,H,21,9,0,,,034.045951,-118.450360
000106307719,S,01,9,0,1,3,034.116700,-118.325810
000106526793,P,17,9,0,0,0,034.045951,-118.450360
000106691057,R,13,9,0,2,3,034.045951,-118.450360
000106453038,H,11,4,0,0,0,034.023320,-118.444760
000106677009,I,17,9,0,,,034.033810,-118.433133
000106636055,E,01,5,0,3,2,034.049200,-118.442120
000106653734,E,24,5,0,2,2,034.045951,-118.450360
000106210399,H,20,7,0,,,034.045951,-118.450360
000105844332,H,01,9,0,,,034.045951,-118.450360
000105957058,D,11,9,0,,,034.045951,-118.450360
000105841619,H,07,6,0,,,034.045951,-118.450360
000106059755,A,30,1,1,,,034.045951,-118.450360
000106386379,F,23,3,0,,,034.003860,-118.436560
000106308053,H,27,9,0,1,4,034.045951,-118.450360
000105807667,H,14,2,0,,,033.960143,-118.393521
000106364352,H,13,3,0,,,034.045951,-118.450360
000093115922,D,13,9,0,0,0,034.002197,-118.429126
000105805555,H,24,2,0,1,3,034.045951,-118.450360
000106256322,H,13,9,0,2,3,034.045951,-118.450360
000106214550,E,04,3,0,,,034.045951,-118.450360
000105999414,P,16,6,0,1,3,034.045951,-118.450360
000106548029,H,23,9,0,,,034.061957,-118.441546
000106239444,L,33,2,0,,,034.054740,-118.464580
000106279227,H,17,9,0,,,034.045951,-118.450360
000106327441,J,28,0,0,,,034.045951,-118.450360
000106617926,B,24,2,0,,,034.045951,-118.450360
000106345333,L,17,9,0,1,3,034.041080,-118.417810
000106273043,E,01,9,0,,,034.045951,-118.450360
000106419303,L,18,3,0,2,4,034.045951,-118.450360
000106056236,H,37,4,0,0,0,034.045951,-118.450360
000106075284,H,09,9,0,,,034.041120,-118.452750
000106349358,B,11,9,0,,,034.045951,-118.450360
000106306336,L,26,9,0,4,5,034.045951,-118.450360
000106431626,S,34,8,0,1,3,034.045951,-118.450360
000106326636,E,05,5,0,1,2,034.042760,-118.462810
000106301718,H,13,9,0,1,3,034.046960,-118.454190
000105826283,L,28,2,0,,,034.045951,-118.450360
000105956078,C,19,9,0,,,034.050760,-118.395680
000041164154,J,39,9,0,,,034.053970,-118.427780
000105841025,J,16,5,0,1,2,034.045951,-118.450360
000106212689,E,13,9,0,1,2,034.045951,-118.450360
000106218198,H,19,4,0,,,034.045951,-118.450360
000106211206,H,27,7,0,,,034.061957,-118.441546
000105937347,P,20,9,0,,,034.045951,-118.450360
000105956730,E,46,9,0,,,034.046520,-118.460910
000106610042,C,32,9,0,,,034.045951,-118.450360
000105844421,H,13,5,0,3,2,034.045951,-118.450360
000106324825,D,17,9,0,3,5,034.045951,-118.450360
000105844939,E,16,9,0,0,0,034.045951,-118.450360
000105804143,L,04,7,0,0,0,034.045951,-118.450360
000106305319,S,25,9,0,1,2,034.037240,-118.460590
000105842712,I,09,9,0,1,2,034.045951,-118.450360
000030870406,A,16,2,0,2,4,033.992320,-118.371290
000106451853,H,15,7,0,,,034.045951,-118.450360
000105864925,H,16,7,0,1,3,034.045951,-118.450360
000106611255,E,16,9,0,2,3,034.092730,-118.428440
000105808383,I,40,6,0,,,034.061957,-118.441546
000105829809,E,25,9,0,1,4,034.045951,-118.450360
000105885255,H,16,9,0,0,0,034.045951,-118.450360
000105790379,H,19,3,0,,,034.049090,-118.438117
000106470827,D,19,5,0,,,034.045951,-118.450360
000028751898,V,32,1,0,0,0,034.045951,-118.450360
000106058466,H,33,9,0,,,034.045951,-118.450360
000106297193,H,16,9,0,1,2,034.045951,-118.450360
000104502669,H,18,9,0,0,0,034.042340,-118.462450
000105796621,H,29,3,0,1,2,034.045951,-118.450360
000106479397,H,20,9,0,1,2,034.045951,-118.450360
000106236331,H,15,9,0,,,033.989160,-118.426680
000106149149,H,19,9,0,2,3,034.045951,-118.450360
000106219123,S,01,3,0,2,4,034.045951,-118.450360
000106671618,H,09,7,0,0,0,034.045951,-118.450360
000106018531,L,04,7,0,,,034.045951,-118.450360
000106166904,H,18,9,0,2,3,034.045951,-118.450360
000106231190,I,08,9,0,,,034.045951,-118.450360
000001695032,E,03,8,0,,,034.041155,-118.450605
000105790455,G,16,9,0,1,3,034.045951,-118.450360
000105997195,J,06,2,0,,,034.073209,-118.393536
000106055167,H,01,9,0,3,4,034.006800,-118.433900
000106450739,H,16,5,0,0,0,034.045951,-118.450360
000061232862,H,38,5,0,,,034.045951,-118.450360
000106059014,H,19,9,0,2,2,033.953750,-118.445460
000106183968,S,12,8,1,,,034.045951,-118.450360
000106418797,H,15,1,0,,,034.032750,-118.466850
000012744667,H,03,5,0,0,0,034.045951,-118.450360
000105803197,P,15,9,0,1,3,034.045951,-118.450360
000106320122,H,34,1,1,,,034.045951,-118.450360
000105996152,I,19,6,1,,,034.045951,-118.450360
000106368194,H,19,4,0,2,3,034.045951,-118.450360
000106053408,H,16,4,0,,,033.877700,-118.391000
000105821576,C,22,3,0,,,034.048980,-118.443800
000106613228,H,19,1,0,3,4,034.000870,-118.484680
000106298652,L,11,5,0,,,034.048560,-118.443410
000041123391,H,12,7,0,,,034.047100,-118.442950
000106433694,H,06,2,0,2,3,034.047100,-118.442950
000106078148,H,18,5,0,1,1,034.047020,-118.442110
000106618401,H,10,9,0,0,0,034.046630,-118.442540
000106097248,K,15,5,0,,,034.020940,-118.436690
000106639079,E,09,9,0,1,2,034.045700,-118.441720
000106491123,H,33,9,0,4,3,034.045700,-118.441720
000106380116,E,23,9,0,,,034.044500,-118.440690
000106452320,H,28,9,0,1,2,034.043900,-118.440170
000106413454,H,31,5,0,0,0,034.043240,-118.439590
000105821623,D,16,6,0,,,034.044830,-118.424860
000105938238,H,21,9,0,1,2,034.043230,-118.438840
000106583315,H,33,4,0,0,0,034.043080,-118.439480
000106143732,E,25,9,0,0,0,034.042860,-118.439290
000106274243,J,01,9,0,,,034.164960,-118.601100
000089055006,H,19,4,0,,,034.042540,-118.439010
000105823756,E,11,9,0,,,034.042540,-118.439010
000106341732,P,19,9,0,3,4,034.001340,-118.448020
000105991958,H,17,9,0,0,0,034.042100,-118.438630
000106438039,H,02,4,0,,,034.041990,-118.437770
000106674019,H,33,9,0,0,0,034.041830,-118.437630
000106216926,H,15,5,0,1,3,034.213340,-118.528620
000106451515,J,14,8,0,,,034.084454,-118.375158
000105939030,H,16,7,0,1,3,034.041060,-118.437740
000106325172,H,23,4,0,,,034.041200,-118.437090
000106276083,H,14,5,0,,,034.041200,-118.437090
000106298490,L,23,1,0,,,034.040900,-118.437590
000106057415,L,21,6,0,0,0,034.040900,-118.437590
000106541349,S,16,4,0,,,033.867750,-118.381280
000087213930,S,16,7,0,,,034.038800,-118.513520
000105828175,H,20,3,0,,,034.012100,-118.397880
000106233574,H,14,9,0,1,2,034.055300,-118.423550
000105777893,G,16,7,0,0,0,034.055300,-118.423550
000105847424,H,16,5,0,,,034.040520,-118.467020
000106340451,E,24,7,0,0,0,034.053670,-118.422580
000106619973,P,34,9,0,1,1,034.159660,-118.437580
000105959123,E,36,9,0,,,033.987890,-118.441900
000106365701,H,05,9,0,,,034.048930,-118.418870
000106502622,H,09,9,0,1,2,034.051861,-118.421370
000106561068,J,15,9,0,,,034.141680,-118.367760
000106635656,H,07,5,0,2,4,034.051090,-118.420730
000106478184,H,17,4,0,,,034.051090,-118.420730
000106128348,H,25,9,0,,,034.050550,-118.421200
000078163605,H,01,2,0,,,034.044940,-118.463870
000106470393,S,09,2,0,1,3,034.268650,-118.592000
000106540102,H,18,9,0,,,034.015210,-118.484040
000106525768,H,12,9,0,0,0,034.042760,-118.462810
000106521468,V,20,9,0,,,034.042760,-118.462810
000106691722,H,18,9,0,,,034.043000,-118.462200
000106435285,H,19,9,0,2,3,034.042890,-118.462110
000106271850,I,04,4,0,,,034.042440,-118.461720
000105882998,W,17,4,0,0,0,034.042010,-118.462160
000106278988,L,20,2,0,0,0,034.042120,-118.461420
000105796024,H,18,4,0,2,3,034.040857,-118.460915
000106122847,E,18,9,0,3,5,034.040293,-118.460435
000106522464,H,09,9,0,,,034.022580,-118.467710
000106277801,H,16,9,0,,,034.030090,-118.476230
000105790073,V,24,9,0,1,2,033.850220,-118.163350
000106124661,I,19,9,0,,,034.038317,-118.459397
000106369284,S,25,7,0,,,034.182580,-118.422170
000106545380,H,14,4,0,3,3,034.046330,-118.375420
000106671778,S,13,8,0,,,034.035810,-118.486000
000039889114,H,25,9,0,,,034.038140,-118.458020
000106306844,H,16,9,0,2,2,034.037560,-118.458120
000105934072,I,17,4,0,2,3,034.037160,-118.457150
000106306284,E,14,3,0,2,2,034.036380,-118.457290
000105846062,H,27,3,0,,,034.036480,-118.456550
000106057151,H,24,9,0,,,034.043000,-118.466650
000106384623,E,12,9,0,,,034.036459,-118.468653
000106457943,S,13,9,0,0,0,034.042490,-118.466070
000105911318,H,18,9,0,,,034.165450,-118.464910
000106521905,E,26,7,0,,,034.042190,-118.465730
000106549847,H,19,5,0,,,034.012400,-118.434930
000106100498,H,14,3,0,,,034.042000,-118.465500
000105828400,D,15,2,0,,,034.040110,-118.462320
000105828078,H,16,9,0,,,034.208900,-118.629930
000106582181,H,17,5,0,,,034.078070,-118.109280
000105930366,H,16,9,0,0,0,034.043699,-118.454714
000078963580,L,22,7,0,1,2,034.387930,-118.526110
000105868262,J,25,9,0,0,0,034.120950,-118.204266
000041120678,L,26,3,0,,,034.037820,-118.459630
000105880352,J,25,9,0,,,034.030610,-118.449220
000106076599,S,40,7,0,,,034.037440,-118.459370
000106691405,H,32,9,0,,,034.048300,-118.453680
000105971307,P,24,5,0,1,4,034.047940,-118.453848
000106454178,E,20,4,0,,,034.047560,-118.453040
000057597415,K,15,9,0,,,034.264690,-118.317670
000106617578,J,30,9,0,2,5,033.921640,-118.413870
000106301881,I,19,9,0,,,034.047210,-118.453780
000106092510,H,18,9,0,,,034.047410,-118.453160
000105959393,E,50,9,0,,,033.971850,-118.426500
000106279387,P,22,9,0,,,033.962330,-118.402390
000084402808,V,15,2,0,1,2,034.194640,-118.602280
000106104117,E,14,5,0,0,0,033.817100,-118.337780
000105868071,L,04,2,0,1,3,034.043020,-118.449350
000105976917,E,19,9,0,1,3,034.290560,-118.425230
000105978087,D,19,9,0,,,034.166641,-118.524364
000106274251,J,15,9,0,,,034.179440,-118.511000
000106216683,I,28,9,0,,,034.041710,-118.449010
000105918292,H,03,9,0,3,4,034.041290,-118.448650
000080754060,H,18,9,0,,,034.040458,-118.447708
000105794190,H,09,4,0,1,2,033.993050,-118.465890
000106675293,D,11,9,0,,,034.038910,-118.445780
000106298526,J,19,9,0,,,034.038800,-118.445690
000106630774,H,20,7,0,2,4,034.038210,-118.445760
000106272092,K,14,4,0,2,2,034.054080,-118.418530
000106322603,H,06,5,0,2,3,034.077530,-118.458780
000106122237,S,14,5,0,0,0,034.053610,-118.418690
000106279492,E,45,4,0,,,034.220540,-118.629030
000106580998,H,23,4,0,0,0,034.051870,-118.445760
000106509349,B,15,1,0,0,0,034.051780,-118.444900
000105953805,H,16,9,0,,,034.051470,-118.445420
000106079393,H,01,1,0,2,4,034.051780,-118.444900
000105828515,G,22,8,0,0,0,034.148630,-118.464050
000105796105,E,34,2,0,0,0,034.051370,-118.444530
000106308367,D,24,9,0,,,034.051090,-118.444300
000106033569,F,18,9,0,,,034.005491,-118.391344
000106182276,H,23,9,0,,,034.050500,-118.444580
000106678571,I,10,5,0,,,034.052070,-118.445140
000106618215,H,10,9,0,0,0,034.049860,-118.444020
000055953514,P,13,9,0,1,3,034.473020,-118.645650
000106236828,H,33,5,0,0,0,033.926300,-118.397180
000106274926,H,05,6,0,,,034.049870,-118.443250
000000443758,B,17,8,0,,,034.049630,-118.443050
000106347518,P,17,3,0,0,0,034.021510,-118.441640
000105994320,H,33,9,0,,,034.049380,-118.443610
000106219704,E,02,9,0,,,034.049390,-118.442840
000105881918,H,17,5,0,,,034.049390,-118.442840
000106431257,S,24,9,0,3,3,034.016420,-118.379550
000106416693,H,25,9,0,1,3,034.051870,-118.444480
000106348653,H,29,4,0,,,034.047590,-118.441290
000104180949,E,20,7,0,,,034.047220,-118.441750
000106546682,J,17,8,0,,,034.046940,-118.441510
000106612170,L,34,5,0,2,4,034.046940,-118.441510
000106412869,R,09,5,0,1,3,034.057430,-118.421140
000105913828,K,14,1,0,,,034.051890,-118.430940
000106655964,D,10,9,0,1,2,034.046500,-118.440340
000106416347,S,17,9,0,,,034.046500,-118.440340
000105844793,H,17,5,0,,,034.055718,-118.428409
000106636940,S,33,6,0,0,0,033.936452,-118.077643
000106618202,C,33,2,0,,,034.061340,-118.458840
000106254922,E,09,9,0,,,034.203390,-118.329690
000106635732,H,24,9,0,0,0,034.059990,-118.390070
000106166857,H,21,9,0,0,0,034.049200,-118.442120
000106237272,H,07,5,0,,,034.049200,-118.442120
000106079314,H,41,9,0,,,034.047380,-118.440550
000106258293,I,19,9,0,2,2,034.047210,-118.440410
000106410024,H,15,9,0,,,034.047310,-118.439700
000105919086,H,19,9,0,,,033.993440,-118.467120
000106413750,D,11,5,0,2,3,034.046720,-118.439980
000096740746,L,16,9,0,0,0,034.046720,-118.439980
000079066872,K,02,9,0,,,034.046720,-118.439980
000106271889,P,17,9,0,0,0,034.046980,-118.439410
000106472117,E,01,2,0,,,034.041410,-118.435400
000106414141,H,11,9,0,,,034.046550,-118.439840
000000440577,H,12,5,0,1,2,034.023010,-118.507780
000105843116,H,03,6,0,1,2,034.159113,-118.700524
000106528452,R,26,9,0,2,2,034.045760,-118.439150
000105848263,H,30,2,0,1,2,034.045640,-118.439050
000105791888,C,20,4,0,,,034.045280,-118.437950
000106416680,E,39,9,0,4,5,034.043930,-118.437580
000106476221,B,19,9,0,,,034.051160,-118.436994
000106455946,S,16,9,0,0,0,034.041760,-118.435710
000105991542,L,23,2,0,2,2,034.055592,-118.425348
000106562857,H,06,9,0,0,0,034.055380,-118.424930
000106057368,E,12,1,0,0,0,034.053910,-118.424490
000105847958,I,01,9,0,2,4,034.053450,-118.424300
000106124569,A,33,9,0,0,0,034.139160,-118.438340
000105919706,C,12,2,0,,,034.052960,-118.424190
000106432729,H,17,9,0,3,2,034.052830,-118.424170
000106456248,E,09,9,0,,,034.065360,-118.402040
000106148567,E,31,9,0,2,2,034.051130,-118.423610
000106520996,E,14,9,0,,,034.049790,-118.423860
000106273661,D,14,2,0,1,3,034.049540,-118.423930
000106231441,E,17,1,0,1,3,033.987700,-118.428010
000106431862,H,35,3,0,1,3,034.042640,-118.454650
000106459490,E,21,4,0,0,0,034.042300,-118.455830
000105842194,I,21,2,0,2,3,034.041903,-118.456416
000105971797,H,08,7,0,,,034.041694,-118.456364
000106342652,J,12,1,0,1,3,034.041920,-118.454030
000106610733,H,19,2,0,,,034.133960,-118.498910
000106501511,I,20,3,0,2,2,034.041800,-118.343170
000106479842,L,06,9,0,,,034.036740,-118.332320
000106184786,H,16,1,0,2,5,034.142050,-118.749910
000106213169,J,21,9,0,1,1,034.041910,-118.370060
000026804130,H,16,2,0,1,2,034.028920,-118.437210
000106618935,J,14,4,0,,,034.276280,-118.584480
000106185274,L,11,9,0,0,0,034.038070,-118.462670
000105795803,E,16,5,0,1,2,034.374540,-118.591470
000106255371,G,17,9,0,,,034.045290,-118.536170
000105934962,J,14,3,0,0,0,034.037010,-118.462910
000106509365,S,08,9,0,,,034.036120,-118.463930
000105803553,S,29,9,0,2,3,034.043340,-118.450420
000106438364,E,26,9,0,3,2,034.043370,-118.451030
000106276274,H,02,9,0,0,0,033.958630,-118.435100
000106107649,L,10,9,0,,,033.958630,-118.435100
000040888358,L,17,5,0,1,1,034.045280,-118.397010
000105882799,J,15,9,0,,,034.040636,-118.455124
000105935887,H,17,5,0,1,2,034.072610,-118.387260
000106273378,H,19,9,0,,,033.872180,-118.357930
000106526049,J,19,8,0,3,5,034.039110,-118.457380
000105919963,E,24,9,0,4,4,033.954200,-118.437480
000106585045,H,41,8,0,,,034.001110,-118.472530
000106218907,A,05,1,0,3,5,034.048650,-118.438270
000106479088,R,19,9,0,0,0,033.987158,-118.435008
000105930808,R,13,5,0,,,034.048180,-118.437770
000106432664,E,17,9,0,,,034.047610,-118.438070
000105913674,H,16,2,0,,,034.047674,-118.437875
000106073122,D,43,7,0,3,5,034.047230,-118.437740
000106149958,J,27,7,0,0,0,034.047230,-118.437740
000106501040,K,20,9,0,1,2,034.040030,-118.492650
000106490884,E,14,4,0,1,2,034.045920,-118.436610
000085147382,E,16,9,0,,,034.045520,-118.435480
000088445236,S,24,9,0,2,2,034.045300,-118.435290
000105824223,K,10,9,0,1,3,034.045190,-118.435190
000106122892,P,13,1,0,,,034.045090,-118.435100
000105995465,E,19,5,0,3,4,034.068950,-118.454500
000105953407,A,32,9,0,2,2,034.044480,-118.435370
000106413721,J,34,4,0,,,034.043160,-118.434230
000106677499,H,33,3,0,3,3,034.042940,-118.434040
000106019184,J,17,5,0,1,3,034.055050,-118.419400
000105867224,H,12,9,0,3,5,034.054630,-118.418960
000105931422,C,17,8,0,,,034.054020,-118.419020
000106382883,H,15,5,0,,,034.052040,-118.419720
000094433935,I,10,9,0,,,034.057120,-118.421090
000106386418,H,26,9,0,1,3,034.056810,-118.421140
000012781222,C,05,9,0,,,034.052940,-118.423000
000106307874,J,19,7,0,2,3,034.050150,-118.428660
000106160204,I,17,4,0,4,6,034.154320,-118.414120
000106417979,E,18,9,0,0,0,034.048780,-118.430970
000106492048,H,15,4,0,,,034.047290,-118.432350
000106326267,K,09,9,0,1,2,034.058175,-118.355747
000106168980,H,09,9,0,0,0,034.043520,-118.439070
000105889762,H,08,9,0,0,0,034.038940,-118.446770
000106636717,E,14,9,0,,,034.038840,-118.446940
000106306438,L,13,3,0,0,0,034.037660,-118.448920
000106548896,H,03,2,0,,,034.051660,-118.423030
000105971093,N,07,9,0,3,2,034.075930,-118.486610
000106211895,L,12,9,0,,,034.194550,-118.120860
000105862818,K,16,5,0,,,034.052720,-118.419270
000106419706,H,04,9,0,0,0,034.052540,-118.419530
000106586410,H,04,9,0,,,034.049220,-118.423410
000106632213,C,02,2,0,,,034.048670,-118.422890
000106237976,B,05,9,0,1,3,034.165850,-118.504950
000106292313,H,32,9,0,1,2,034.187300,-118.493760
000105793911,K,09,9,0,1,2,034.049550,-118.434290
000106165063,H,16,9,0,4,3,034.049440,-118.434200
000106342898,H,15,9,0,,,033.891680,-118.305780
000106059815,E,22,9,0,1,2,034.048620,-118.433500
000106674771,I,08,9,0,2,3,034.048930,-118.432970
000106582699,H,14,9,0,0,0,034.470187,-118.119281
000106168388,H,19,9,0,,,034.048510,-118.433400
000106216528,H,50,5,0,1,2,034.048400,-118.433300
000105848182,J,20,9,0,0,0,034.038820,-118.416620
000106415561,H,42,7,0,,,034.047240,-118.431510
000106479070,H,17,5,0,,,034.046930,-118.432030
000106322637,V,11,9,0,2,1,034.033830,-118.383300
000099860911,E,11,9,0,,,034.046390,-118.431570
000105999325,H,33,9,0,,,034.046260,-118.430660
000106635923,H,24,5,0,1,2,034.046170,-118.430580
000106273860,H,26,9,0,0,0,034.079380,-118.319320
000106583496,L,19,9,0,,,034.007570,-118.411390
000106410443,H,02,2,0,0,0,034.051550,-118.430660
000106434857,H,35,8,0,,,034.051440,-118.430560
000106030066,L,17,9,0,2,3,034.004760,-118.429580
000105935316,E,11,9,0,0,0,034.073208,-118.393536
000106255431,I,33,5,0,,,033.775320,-118.411900
000106106350,H,14,7,0,2,5,034.048180,-118.433110
000106384521,S,26,7,0,,,034.050380,-118.428850
000106237510,H,01,9,0,,,034.049140,-118.428580
000106676024,S,44,9,0,,,034.048740,-118.428230
000048005796,B,25,8,0,1,2,034.047090,-118.426810
000105938788,H,09,9,0,,,034.165920,-118.748590
000106565392,L,02,9,0,,,033.981580,-118.421240
000105823727,H,16,9,0,2,4,034.050080,-118.444450
000105939417,S,23,9,0,0,0,034.041690,-118.469090
000041385486,B,03,9,0,0,0,034.041410,-118.468970
000106494773,L,18,9,0,,,034.041410,-118.468970
000106010180,I,26,5,0,3,3,034.048720,-118.437710
000106276847,P,09,5,0,1,2,034.048530,-118.437530
000106297444,L,23,6,0,,,033.988540,-118.427950
000040087045,B,12,9,0,1,3,034.048650,-118.436840
000105912542,H,15,9,0,,,034.046630,-118.528180
000105821186,H,06,9,0,,,034.047910,-118.436990
000106470225,E,35,9,0,0,0,034.042010,-118.420250
000105914641,E,30,7,0,,,034.048020,-118.436290
000105801878,L,23,9,0,5,5,034.047660,-118.435980
000106144495,S,19,9,0,,,034.026240,-118.436850
000106493866,E,16,9,0,,,034.046560,-118.435820
000106237536,J,27,5,0,,,034.046100,-118.435430
000105800092,S,15,9,0,2,2,034.045120,-118.434580
000106257569,H,23,9,0,2,3,034.045320,-118.433960
000105845087,E,23,5,0,1,2,034.109940,-118.344610
000106272461,H,19,9,0,1,3,034.044740,-118.433460
000106413483,J,15,9,0,2,2,034.044200,-118.433790
000106430918,L,19,1,0,2,4,034.043690,-118.433350
000106345689,D,15,5,0,1,3,034.055320,-118.466000
000105884990,E,29,9,0,0,0,033.984620,-118.445530
000106143025,H,10,9,0,,,034.055060,-118.419740
000106125617,H,33,5,0,2,3,034.054900,-118.420380
000106611200,H,01,9,0,1,2,034.054500,-118.420460
000106430235,L,34,9,0,,,034.054410,-118.420590
000105861825,H,15,9,0,2,3,034.053920,-118.420260
000105885103,P,06,9,0,,,033.879130,-118.374040
000106506231,E,11,9,0,1,2,034.040240,-118.436260
000106146549,H,31,9,0,0,0,034.038930,-118.443020
000106123288,E,27,1,0,1,2,034.037770,-118.445020
000106501375,S,19,4,0,,,033.946078,-118.158028
000106125586,H,27,9,0,,,034.149190,-118.520390
000106614818,L,16,9,0,2,2,034.057950,-118.421800
000106381489,J,10,9,0,1,1,034.057640,-118.422250
000106122012,J,22,9,0,1,2,034.057640,-118.422250
000105840249,I,50,7,0,,,034.052760,-118.428200
000106349502,E,14,9,0,4,5,034.051610,-118.429360
000106546200,F,10,9,0,,,034.055120,-118.425480
000106455378,H,11,5,0,2,3,034.121790,-118.367780
000106630648,E,23,9,0,,,034.046650,-118.441240
000105886861,H,18,3,0,,,034.045661,-118.439857
000106548621,H,02,4,0,1,2,034.044980,-118.441100
000106565347,H,22,5,0,4,4,034.048830,-118.459380
000106076361,I,34,9,0,1,3,033.812000,-118.351019
000106437957,H,12,4,0,,,034.041420,-118.446260
000042313537,H,06,9,0,,,033.879170,-118.385770
000106639375,H,27,9,0,1,3,034.040800,-118.447300
000106674695,H,06,5,0,,,034.040280,-118.448320
000106251584,J,10,9,0,3,4,034.036780,-118.454980
000106276486,E,17,4,0,0,0,034.025710,-118.438490
000106127915,H,41,4,0,1,2,034.043440,-118.447550
000106472701,J,16,9,0,1,3,034.042071,-118.449081
000105972078,L,10,4,0,3,3,034.042140,-118.449470
000105772937,H,33,9,0,1,3,034.032590,-118.473930
000106078614,E,21,5,0,3,5,033.986380,-117.933640
000106548948,H,37,9,0,0,0,034.041155,-118.450605
000105824587,I,19,4,0,1,2,034.040160,-118.451900
000106432944,J,21,9,0,,,034.039690,-118.453560
000106075297,E,26,9,0,,,034.038160,-118.456270
000106500719,H,02,9,0,,,034.023030,-118.370650
000040512494,D,26,0,0,5,6,034.037180,-118.457960
000106059624,J,15,5,0,3,2,034.036619,-118.458206
000106321217,L,16,5,0,2,3,033.998860,-118.439840
000105849683,S,08,3,0,4,6,034.048020,-118.450140
000106295832,H,14,9,0,,,034.032210,-118.432470
000106610238,B,05,9,0,3,4,034.046030,-118.453480
000106414243,D,15,9,0,,,034.026400,-118.491550
000059139178,I,06,9,0,,,034.064230,-118.347950
000105821903,S,19,9,0,,,033.963330,-118.384980
000105939221,H,06,9,0,1,2,034.199770,-118.545970
000055003890,R,20,9,0,2,3,034.048530,-118.449150
000105884429,B,14,9,0,2,4,034.047130,-118.428740
000106654374,J,15,3,0,4,3,034.158820,-118.462750
000040262585,H,12,4,0,4,6,034.037930,-118.461710
000106588349,H,16,5,0,1,3,034.079180,-118.391330
000105913996,E,43,9,0,1,2,033.967900,-118.399820
000105803147,E,24,9,0,0,0,034.037456,-118.466140
000105848218,E,01,4,0,2,2,034.051010,-118.432050
000106142066,E,16,3,0,,,034.049199,-118.444224
000106164313,R,01,5,0,0,0,034.051010,-118.432050
000106432020,W,33,2,0,3,4,034.116280,-118.142470
000105994516,E,16,7,0,0,0,033.892400,-118.399300
000079375075,J,09,9,0,2,2,034.019170,-118.419320
000106099711,E,15,5,0,0,0,034.049500,-118.431600
000106679111,L,41,5,0,0,0,034.049670,-118.430900
000106475678,H,23,9,0,,,034.033810,-118.433133
000106096187,I,22,9,0,,,034.199910,-118.550880
000106473207,G,14,5,0,1,2,034.432360,-118.539620
000106079097,I,24,9,0,,,034.112950,-118.389430
000106271465,H,13,9,0,0,0,033.984398,-118.452990
000106058631,I,15,9,0,,,033.970330,-118.455440
000105801666,S,16,2,0,,,034.042640,-118.468570
000106012132,H,19,1,0,,,034.041600,-118.469960
000106477015,H,19,9,0,1,2,034.041280,-118.470330
000106542256,H,23,9,0,2,2,034.046700,-118.454630
000106290510,J,12,7,0,3,2,033.998309,-118.406556
000106093906,I,03,4,0,,,034.052097,-118.262764
000106307280,H,18,9,0,0,0,034.022481,-118.155853
000106074432,H,10,9,0,1,2,034.078342,-118.263037
000105976959,H,50,4,0,0,0,034.078342,-118.263037
000105933738,E,04,9,0,1,2,034.010312,-118.342582
